iter	Logloss
189	0.2551778506
190	0.2549996913
191	0.2547940416
192	0.2544945904
193	0.2541158969
194	0.253872593
195	0.2535037332
196	0.2533157612
197	0.2530786334
198	0.2528413044
199	0.2526432321
200	0.252313839
201	0.2520753423
202	0.2517948295
203	0.2515297513
204	0.2512344671
205	0.2510218995
206	0.2508162268
207	0.2506575155
208	0.2504180379
209	0.25015709
210	0.2498578448
211	0.2496080208
212	0.2493486519
213	0.2492561845
214	0.2490125216
215	0.2489213044
216	0.2488049429
217	0.2485753585
218	0.2484346342
219	0.2481496443
220	0.2478407634
221	0.247601796
222	0.2474942076
223	0.2472535984
224	0.2471426328
225	0.2469511575
226	0.2468326631
227	0.246706115
228	0.2465758874
229	0.2463854508
230	0.2462178223
231	0.2460535362
232	0.2458841531
233	0.2456771971
234	0.2455624456
235	0.2453816857
236	0.2452025937
237	0.2450266028
238	0.2447206306
239	0.2444470757
240	0.2441634109
241	0.2440326708
242	0.2437540319
243	0.243593753
244	0.243413014
245	0.2432905208
246	0.2430487652
247	0.242711647
248	0.2425557655
249	0.2423020782
250	0.2421215614
251	0.242037668
252	0.2418764612
253	0.2417111925
254	0.2415741843
255	0.2413172675
256	0.2411412882
257	0.2409633617
258	0.2407562335
259	0.2405590911
260	0.2401784432
261	0.2400518795
262	0.2397915817
263	0.2396048128
264	0.2393549792
265	0.2392004692
266	0.2390087335
267	0.2388129739
268	0.2385484228
269	0.2383710076
270	0.238247934
271	0.2379164638
272	0.2375186181
273	0.2373459125
274	0.2370470073
275	0.2369201707
276	0.2367932908
277	0.2364407731
278	0.2362309035
279	0.236061221
280	0.2359717549
281	0.2357715539
282	0.2355463245
283	0.2353820429
284	0.2352348585
285	0.2349614451
286	0.2348056927
287	0.2345655466
288	0.2343591696
289	0.234242927
290	0.2340379734
291	0.233859017
292	0.2337632504
293	0.2335444218
294	0.2333864326
295	0.2331794054
296	0.2329055417
297	0.232838733
298	0.2325828773
299	0.2324470105
300	0.2323363899
301	0.2321995106
302	0.2320075936
303	0.2319107316
304	0.2317269999
305	0.2315565012
306	0.2314133303
307	0.2311673669
308	0.2309233689
309	0.2307873902
310	0.2306603136
311	0.230401544
312	0.2302874343
313	0.2301563654
314	0.229983929
315	0.2298451437
316	0.2296000604
317	0.2293575912
318	0.2292131213
319	0.2289234452
320	0.2287713709
321	0.2285598125
322	0.2284028421
323	0.2281760443
324	0.2278854679
325	0.2277345381
326	0.2275209586
327	0.2273280892
328	0.2271147375
329	0.2270440145
330	0.2267862381
331	0.2266091289
332	0.2263408092
333	0.226122343
334	0.2257737106
335	0.2255927485
336	0.2253648744
337	0.2252298592
338	0.2250724913
339	0.2249367327
340	0.2247434468
341	0.2244715947
342	0.2243035871
343	0.2241631206
344	0.2239232479
345	0.2237553798
346	0.2234876323
347	0.223284828
348	0.223160528
349	0.2229790696
350	0.2228359579
351	0.2227036384
352	0.2225144528
353	0.2223571955
354	0.2222656922
355	0.2219921875
356	0.2217743443
357	0.2216282772
358	0.2215196574
359	0.2213771712
360	0.2212378517
361	0.22098071
362	0.2206481579
363	0.2205598795
364	0.2203306761
365	0.2200469763
366	0.219860539
367	0.2195845387
368	0.2193839888
369	0.2192608544
370	0.2189704463
371	0.2188468225
372	0.218683841
373	0.2184297084
374	0.2183499702
375	0.2181760347
376	0.2180640672
377	0.2178731147
378	0.2177503096
379	0.2174524103
380	0.2173258672
381	0.2171791285
382	0.2170025783
383	0.2168258277
384	0.2166608261
385	0.2165058629
386	0.2163638889
387	0.2162491213
388	0.2159197661
389	0.2157682855
390	0.2156001663
391	0.2154815015
392	0.2153370269
393	0.2152017504
394	0.2151020886
395	0.2149701149
396	0.2148223179
397	0.2146269172
398	0.2143881336
399	0.2142405494
400	0.214143328
401	0.2140094354
402	0.2138644444
403	0.2136753501
404	0.2135562212
405	0.213371536
406	0.2132355012
407	0.2130708998
408	0.2125741154
409	0.2123864414
410	0.2121076602
411	0.2119587342
412	0.2118377847
413	0.2117211703
414	0.2115856376
415	0.2114391557
416	0.2112430934
417	0.2110338534
418	0.2108368364
419	0.2106950757
420	0.2106139125
421	0.210281045
422	0.2101627171
423	0.2099075352
424	0.2097228185
425	0.2096477872
426	0.2094116919
427	0.2092777539
428	0.2091371356
429	0.2089148647
430	0.2088414774
431	0.2087568389
432	0.2086384592
433	0.2084839882
434	0.2083207904
435	0.2081733329
436	0.2080460998
437	0.2078865079
438	0.207786741
439	0.2075748793
440	0.2074646922
441	0.2072876874
442	0.2071651371
443	0.2070237878
444	0.206895078
445	0.2067905665
446	0.2066169727
447	0.2064249873
448	0.2063283758
449	0.2060849075
450	0.2059361388
451	0.2057916121
452	0.2056559112
453	0.2055648028
454	0.2054867441
455	0.205368584
456	0.2052374579
457	0.2050268064
458	0.2048670367
459	0.2047545429
460	0.2045339949
461	0.2043681726
462	0.2042633781
463	0.2041541118
464	0.2038605189
465	0.2035879101
466	0.2034684874
467	0.2033517772
468	0.2032375621
469	0.2031073852
470	0.2029631433
471	0.2028641881
472	0.2028133918
473	0.2026777495
474	0.2025272134
475	0.2024017463
476	0.202265265
477	0.2021759787
478	0.2020907462
479	0.2019252554
480	0.2018028949
481	0.2017165722
482	0.2015174924
483	0.2013883574
484	0.2013196543
485	0.2011728378
486	0.2010317945
487	0.2008600846
488	0.2007601112
489	0.2005563629
490	0.2004323149
491	0.2003111644
492	0.2001667284
493	0.1999750595
494	0.199846218
495	0.1997399161
496	0.199610746
497	0.1995224558
498	0.1994028897
499	0.199283974
500	0.19912151
501	0.1989974089
502	0.1988222415
503	0.198757905
504	0.1985813066
505	0.1984932973
506	0.19829257
507	0.1980984797
508	0.197977716
509	0.1978129659
510	0.1976552663
511	0.1975189524
512	0.1974010084
513	0.1972782964
514	0.1971886604
515	0.1970762954
516	0.1969777713
517	0.1968760931
518	0.1967540375
519	0.1966208324
520	0.1965204612
521	0.1963764158
522	0.1962889415
523	0.1961746085
524	0.1960776885
525	0.195962173
526	0.1958518815
527	0.1955978665
528	0.1953987827
529	0.195267296
530	0.1951627274
531	0.1950744291
532	0.1949584922
533	0.1948412233
534	0.1947624169
535	0.194654099
536	0.1944217501
537	0.1942780975
538	0.194135633
539	0.1940471687
540	0.1939468346
541	0.1936821392
542	0.193579458
543	0.1934238729
544	0.193332196
545	0.1929713291
546	0.1928835516
547	0.1927631867
548	0.1925980431
549	0.1924904679
550	0.1923299693
551	0.1922300464
552	0.1920877873
553	0.1919528069
554	0.1918358149
555	0.1916783351
556	0.1915863325
557	0.1915012052
558	0.1913351834
559	0.1911714538
560	0.1910515852
561	0.1909520445
562	0.1908683311
563	0.1907499748
564	0.1905421173
565	0.190422066
566	0.190269546
567	0.1901320258
568	0.1900618851
569	0.1899803021
570	0.1898306604
571	0.1897240297
572	0.1896365782
573	0.1895096731
574	0.1893865213
575	0.1892994329
576	0.1891501703
577	0.1890691007
578	0.1889706884
579	0.1888864522
580	0.1887423675
581	0.1886381485
582	0.1884767246
583	0.1883073056
584	0.1882060278
585	0.1881232895
586	0.1880277536
587	0.1879318503
588	0.1878067529
589	0.1877648435
590	0.1875753326
591	0.1874976297
592	0.1873585521
593	0.1872632186
594	0.1871840168
595	0.1870530764
596	0.1869625918
597	0.1867482698
598	0.1866608329
599	0.1865976143
600	0.1864803811
601	0.186305105
602	0.1861920955
603	0.1861030369
604	0.1859803166
605	0.1858523271
606	0.1858008719
607	0.1856730818
608	0.185547067
609	0.185440867
610	0.1853458342
611	0.1852452226
612	0.1851316812
613	0.1850163052
614	0.184912615
615	0.1847732285
616	0.1846546201
617	0.1845072954
618	0.1844266866
619	0.1843564131
620	0.1842312814
621	0.1841499318
622	0.184032881
623	0.1838830371
624	0.1837682447
625	0.1836657082
626	0.1834301268
627	0.1832606208
628	0.1831842114
629	0.1830792358
630	0.1829502171
631	0.1827793481
632	0.1826601653
633	0.182597225
634	0.1825121155
635	0.1824163633
636	0.1823519283
637	0.1822156044
638	0.1820601485
639	0.1820034139
640	0.181783546
641	0.1816955476
642	0.1816035072
643	0.1814947408
644	0.1813476064
645	0.1812552912
646	0.1811712713
647	0.1810220924
648	0.1809029155
649	0.180796389
650	0.1806894587
651	0.1806063394
652	0.1804258112
653	0.1803591751
654	0.1802919976
655	0.1801332855
656	0.1800782391
657	0.1799853826
658	0.1799024107
659	0.1797950654
660	0.1797327414
661	0.1796331836
662	0.1795384487
663	0.1793281577
664	0.1792652988
665	0.1791786257
666	0.1791108662
667	0.1789807822
668	0.1789177466
669	0.1788369172
670	0.1787260743
671	0.1786295951
672	0.1785356221
673	0.1784602284
674	0.178374693
675	0.1782789216
676	0.1781577629
677	0.1780881848
678	0.1780075893
679	0.1778941055
680	0.1776995223
681	0.177588383
682	0.1774503832
683	0.1772898814
684	0.1771923587
685	0.1771461188
686	0.1770209316
687	0.1769445563
688	0.176880079
689	0.1767176537
690	0.1766363145
691	0.176512228
692	0.176443658
693	0.1763073428
694	0.176072028
695	0.1759848895
696	0.1758466218
697	0.1757330812
698	0.1756045346
699	0.1755185624
700	0.1754025253
701	0.1753298158
702	0.1752311366
703	0.1751587212
704	0.1749920964
705	0.1748803258
706	0.1747858871
707	0.1746948735
708	0.1746266423
709	0.174488825
710	0.1743245197
711	0.1742465762
712	0.1741547884
713	0.1741155177
714	0.1740242502
715	0.1739489723
716	0.1738073049
717	0.1737165485
718	0.1736528502
719	0.1735208512
720	0.1734432047
721	0.1732759173
722	0.1731712289
723	0.1730568995
724	0.1729799974
725	0.1728914746
726	0.172836274
727	0.1727208444
728	0.1726217601
729	0.1724724874
730	0.1723522186
731	0.1722730599
732	0.1721798053
733	0.1720386689
734	0.1719587069
735	0.1718910791
736	0.1718047028
737	0.1717279774
738	0.1716513745
739	0.1715825654
740	0.1714802385
741	0.1713578742
742	0.1711573744
743	0.1710620292
744	0.1710091462
745	0.1709386141
746	0.1708797597
747	0.170742642
748	0.1706466575
749	0.1706041713
750	0.1705465762
751	0.1704444234
752	0.1703121185
753	0.1702283827
754	0.1701539145
755	0.1699950987
756	0.1699025695
757	0.169791978
758	0.1695931444
759	0.1694466045
760	0.1693328632
761	0.1692538715
762	0.1691698455
763	0.1690712927
764	0.1689667224
765	0.1688930281
766	0.1687570551
767	0.1685780492
768	0.1685200356
769	0.1683698995
770	0.168242148
771	0.1681708863
772	0.1680497087
773	0.1679359083
774	0.1678150541
775	0.1677136516
776	0.1676148291
777	0.1675177324
778	0.1674324642
779	0.1673602244
780	0.1672963208
781	0.167179016
782	0.1670786336
783	0.1669862349
784	0.1669117432
785	0.1668273027
786	0.1666803154
787	0.1665727892
788	0.1665244236
789	0.1663616286
790	0.1662729229
791	0.1661801004
792	0.1661211277
793	0.1660493498
794	0.1659530872
795	0.165889947
796	0.165822571
797	0.1657737007
798	0.1657009089
799	0.1656032736
800	0.1654871681
801	0.1653654566
802	0.1652922184
803	0.1652000255
804	0.1651475394
805	0.1651026171
806	0.164997571
807	0.1649391078
808	0.1648774852
809	0.1648179219
810	0.1647376558
811	0.1646772245
812	0.1645936591
813	0.1645202624
814	0.1644575679
815	0.1643959779
816	0.1642771153
817	0.1641976669
818	0.164130234
819	0.1640305012
820	0.1639496724
821	0.1638858668
822	0.1638248594
823	0.1637424287
824	0.1636696044
825	0.1635943125
826	0.1635275246
827	0.1634618814
828	0.1633664751
829	0.1632521728
830	0.1631521488
831	0.1630582807
832	0.1629380062
833	0.1628649528
834	0.16281027
835	0.162747705
836	0.1626512261
837	0.1625768795
838	0.1625183435
839	0.1624095827
840	0.1623299456
841	0.1622365926
842	0.161992817
843	0.1619171389
844	0.1617466193
845	0.1616555373
846	0.1615625749
847	0.16146116
848	0.1613370683
849	0.1612284333
850	0.1611026899
851	0.1610506265
852	0.1609728353
853	0.1608785096
854	0.1608096471
855	0.1607331868
856	0.1607030701
857	0.1606268483
858	0.1605295887
859	0.1604138299
860	0.1603019422
861	0.1602324068
862	0.1601351453
863	0.1600951974
864	0.16004224
865	0.1599599619
866	0.1598780853
867	0.1597073754
868	0.1596346511
869	0.1595254371
870	0.1594314031
871	0.1593830185
872	0.1592772038
873	0.1591594989
874	0.1590892698
875	0.1590007791
876	0.1589232842
877	0.1588452018
878	0.1587550379
879	0.1586715413
880	0.1586079578
881	0.1585243057
882	0.1584900872
883	0.1583337645
884	0.1582754175
885	0.1581910175
886	0.158081133
887	0.157996757
888	0.1579132468
889	0.1577938449
890	0.1577400695
891	0.1576784343
892	0.1576190088
893	0.1575103206
894	0.1574687628
895	0.157353395
896	0.1573051139
897	0.1572266756
898	0.1571952771
899	0.1571404624
900	0.1570657559
901	0.1569881224
902	0.1569374033
903	0.1568552261
904	0.1567556143
905	0.1566995593
906	0.1566055521
907	0.1565301944
908	0.1564596592
909	0.156370084
910	0.1563068239
911	0.1562411189
912	0.1561739324
913	0.1560839479
914	0.1560349736
915	0.1559731503
916	0.1559343018
917	0.1558514819
918	0.1557480572
919	0.1556738331
920	0.1556147873
921	0.1555307773
922	0.1554658044
923	0.1554075526
924	0.1553390968
925	0.15527968
926	0.1552085476
927	0.1551656257
928	0.1551045823
929	0.155021211
930	0.1549513747
931	0.1548625201
932	0.1547776221
933	0.1546553712
934	0.154604099
935	0.1545420993
936	0.1544560219
937	0.1544258336
938	0.1543490546
939	0.1542706645
940	0.1542282365
941	0.1541740892
942	0.1540895032
943	0.1540024639
944	0.15394853
945	0.1538434338
946	0.1537855074
947	0.1537181816
948	0.1535987796
949	0.15356267
950	0.1534858897
951	0.1534454659
952	0.1533305427
953	0.1532401753
954	0.1531744132
955	0.15311293
956	0.1529895376
957	0.1528454964
958	0.152756483
959	0.1526838813
960	0.1525863004
961	0.1524782281
962	0.1524256015
963	0.1523275687
964	0.1522377473
965	0.1521425574
966	0.1520738062
967	0.1520283943
968	0.1519596278
969	0.1519001363
970	0.1518518664
971	0.151784727
972	0.1517171784
973	0.1516509209
974	0.1516009106
975	0.1515255264
976	0.1514604296
977	0.1513861004
978	0.1512858671
979	0.1511265183
980	0.1510677647
981	0.1510081189
982	0.1509438128
983	0.1508474264
984	0.150760778
985	0.1506547928
986	0.1505797342
987	0.1505148776
988	0.1504497201
989	0.1503801306
990	0.1502874993
991	0.1502014752
992	0.1501082666
993	0.1500727634
994	0.150003058
995	0.1499047877
996	0.1498422525
997	0.1497731849
998	0.1496942686
999	0.1495717882
